Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CEB,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50142095361,60985922055,54144205968,65073298896,78182098271,72098576552,76527105929,82021232937,76742019017,79831161810,89485795206,1.02843E+11,1.02071E+11,1.04977E+11,1.12922E+11,
CEB,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEB,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2958.488808,,
CEB,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEB,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEB,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28442.05,29131.52,30307.64,31107.24,33683,35550.74,38188.08,40401.71,44109.74,49540.88,52866,57261.23,64385.38,66480.18,70590.41,74236.26,77191.99,78557.53,82334.68,86012.07,86298.59,87739.72,87850.18,91747.48,93070.98,,
CEB,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.723923536,0.749715559,0.732313177,0.736804945,0.745387049,0.749713775,0.738677419,0.730717464,0.734040768,0.735126868,0.75165892,0.755634973,0.781200362,0.825241713,0.872089225,0.953421332,1.052374503,1.065468314,1.090718983,1.140874459,1.025790558,1.085037468,1.191440031,1.245484135,1.304830243,,
CEB,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48527928.97,18057553.65,42308361.49,40065031.45,51801878.22,69880163.65,241113331.5,204280301.9,195815907.1,250588751.3,292250161.1,341881508.3,571896024.8,494910786,676180804.6,1083194644,731834242.8,1169508917,2699604351,2377997344,3164829290,3116009044,3094374577,3084578466,3264393212,2758269382,3011995671,3015056734,3416845981,3245173069,3508960760,4643267460,4493342377
CEB,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35895240.69,39068374.03,34526738.14,84146420.63,230704620.5,325634242.5,536658461.6,634021640.9,703396728,1154375492,1138654453,1144399891,1445486400,1818800409,2535727894,3227397144,3691050153,4750516841,6522444804,5642098501,6416884309,7225401424,6701606755,8151917956,8465742261,7822826434,7682191154,8536982363,9459612919,9668027384,8860471010,10468315332,10253360585
CHE,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.63418366,24.70250965,26.38019995,25.80779438,25.27260617,26.05758439,26.74996128,26.65761456,27.05064976,27.33489695,14.02342933,13.31746718,12.90854409,12.84405443,14.2377796,
CHE,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36172959509,43492661191,40395074321,43607937596,51148249215,51279423966,54346224629,57101557330,53795507159,55536700708,29833875250,30114429626,29872166791,29244241618,38194199754,
CHE,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761.42496,,,,2320.90631,,,,2338.96985,,,,2854.92025,,,,2682.81316,,,2935.19578,,2619.74154,,,,,
CHE,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140.792236,,,,3654.237549,,,,3468.174805,,,,3298.2146,,,,4468.649414,,,5271.927734,,5235.812012,,5551.969727,,,
CHE,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,4049,3712,3845,3817,3393,3191,3199,3298,3236,3247,2987,2949,3068,2999,3033,2890,2504,2408,2025,1916,2083,1859,1827,1831,1742,1643,1740,1692,1594,1684,1622,1597,1480,1525,1480,1477,1462,1337,1283,1369,1384,1288,
CHE,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,5613,4430,3637,3038,2714,2281,1954,1764,1556,1371,1081,893,903,874,892,830,718,620,564,535,468,594,466,396,434,455,362,342,439,394,533,446,1508,631,568,446,309,291,332,348,301,267,
CHE,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11499.01,11877.96,11985.86,11964.4,12621.43,12297.66,12478.85,13163.19,14175.81,15462.68,16469.77,16882.92,17350.51,17905.64,18709.05,19755.56,20769.07,21302.67,21788.24,21848.15,21982.57,22442.37,22189.21,22336.94,23075.04,,
CHE,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.376490116,,,,2.263859987,,,,2.608180046,,,,2.652960062,,,,2.874569893,,,3.078320026,,3.074620008,,3.192219973,,,
CHE,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2677726692,3063876050,4124359903,4290464082,6377607157,8406977350,7805943679,9120680527,11060842599,14681090860,16229511140,19151922198,22755548611,21359833564,23209266612,22677777819,25905081517,25387358113,31165212344,29973739916,23522634914,30722362028,30038353839
CHE,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737843933,1854315395,2699676685,2993367269,5203502755,7439742364,7014602811,9243987986,9827709893,13811220519,15842319321,21025131328,20900338400,21749231750,25190091712,23785075242,22156831582,24256654479,27065717637,26879306042,32266925212,33555217496,29992998966
CHI,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.821870309,6.558978839,6.605275325,6.238925253,5.120518601,5.436136344,6.691903674,7.088872921,6.713711562,8.421022632,7.098738368,6.910822946,7.632714623,15.97501634,12.44173466,
CHL,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650978244,656550691,475672104,541747269,554586780,578351153,696148309,731379019,579468220,720583779,634211636,667732448,672133557,1368056902,1264181379,
CHL,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.94853,294.72043,213.66577,229.09842,268.65115,308.30247,272.4879,313.67807,284.7413,296.68053,303.46696,,,,,
CHL,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.8061523,356.65448,287.75,318.827179,352.7068176,390.6824341,335.3667297,427.1218872,454.9594421,493.4586487,492.6209412,523.4629517,510.3093262,,,
CHL,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,140,92,96,96,105,122,96,108,111,135,169,151,178,155,219,171,176,161,207,204,241,246,391,329,382,361,291,403,531,343,328,339,336,340,452,443,386,425,406,438,372,402,
CHL,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,685,744,665,647,602,550,592,621,622,682,642,838,949,1179,1418,1535,1771,2411,2568,2608,2879,2504,2147,2076,2485,2646,2924,3403,3421,1374,748,2453,2683,2732,2653,2831,2521,2469,2694,2799,2433,2680,
CHL,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293.65,1422.85,1366.28,1498.84,1552.28,1646.31,2060.22,2097.28,2238.49,2533.11,3136.05,3285.42,3735.16,3964.76,4121.66,4442.92,4966.91,5004.13,5746.21,6052.08,6636.6,6759.96,7437.65,7875.81,8979.79,,
CHL,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.311430007,0.374920011,0.354030013,0.331649989,0.352880001,0.362129986,0.390300006,0.376679987,0.382959992,0.371030003,0.356790006,0.369159997,0.341930002,,,
CHL,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,500000,500000,1700000,6000000,1900000,10100000,10000000,5100000,6000000,10000000,24902786.84,41100000,34916846,31087556.57,32233982.59,33282776.11,30838614.89,41572549.83,25423242.8,36137062.39,55297350.49,36188831.95,38257351.95,40769468.9,41950301.36,38437446.35,50489332.23,46185212.23,45131485.05,39645101.86,67186685.73,65404498.43
CHL,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,6000000,8000000,14000000,16000000,21000000,29000000,39000000,33000000,32000000,26000000,23000000,25800000,29700000,36200000,39900000,37100000,33900000,39200000,43600000,46800000,50000000,116800000,140000000,222800000,324200000,297470000,268598924,250600000,257124131.2,307300000,347500000,383708785.1,447500000,538619514.5,596536869.5,726289314.4,773559649.6,1072980132,1418818378,1614627539,1635419969,1730596607,1709057253,2034376888,1878506475,1511563046,1689634052,1324660664
CHN,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.15080233,29.36365672,31.93779055,32.12365456,30.48393093,30.84868317,31.57436297,29.69541489,30.42194543,30.24264141,30.90723862,31.54509838,30.81720434,31.27558573,29.95781495,
CHN,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42574E+11,3.90967E+11,3.59238E+11,4.74347E+11,5.40168E+11,5.93858E+11,6.55897E+11,6.53848E+11,6.52212E+11,5.94521E+11,6.54157E+11,7.31319E+11,7.15303E+11,7.57459E+11,9.42315E+11,
CHN,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.8269043,466.4832458,381.6876831,414.4313965,538.5778198,571.7103882,619.9744263,655.4441528,700.0701294,840.6356201,914.3369141,1057.494385,1176.459717,846.5595703,884.5933838,957.5650024,1014.31189,1066.209839,1089.196411,1150.819336,1196.687988,1224.782227,1307.121338,1471.253906,1584.865112,,
CHN,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,4065,3494,3975,4780,4749,5832,7372,10022,12084,11191,10011,11628,12672,13751,15626,25346,30038,39806,56769,65786,93485,122318,153060,194579,229096,293066,415829,535313,704936,801135,968252,1204981,1245709,1393815,1243568,1344817,1426644,
CHN,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,4493,4515,4084,4872,4910,4305,4051,4387,7534,7876,8688,11114,12102,33645,34418,26560,33412,40426,48548,64598,79842,88183,92101,95259,85508,98111,110583,117464,120200,127042,133612,133522,135885,148187,157093,152342,159019,
CHN,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33621.11,37424.8,43775.33,45192.17,53284.78,70675.54,75171.18,87849.66,120946.86,165403.81,192392.77,213167.91,247545.45,285495.89,308768.95,323135.69,328127.24,356356.43,385178.3,405811.76,436078.81,468045.33,531109.87,610458.55,669744.3,,
CHN,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.563239992,0.63872999,0.646889985,0.749629974,0.893159986,0.940330029,1.057860017,1.12037003,1.214980006,1.307919979,1.368540049,1.373690009,1.445919991,1.664800048,1.713719964,1.780339956,1.912140012,1.997859955,2.022429943,2.057009935,2.100330114,2.116029978,2.140579939,2.244630098,2.40666008,,
CHN,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000000,63000000,75000000,80348000,110000000,132822320.5,106978898.3,236359258.2,157401785.8,204503785.2,342634075,570536223.2,429452520,830483814,743301698,1044102041,886670295,676381923.7,1084600061,1161195655,4803034260,5561288668,6604705952,8582874882,11755764584,13304772071
CHN,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543000000,420000000,792000000,1280970000,1938000000,3114004041,3548126752,4496604796,5321253863,6634081020,8192067402,10319466356,11065271082,13039546459,14706108691,17748983437,21033078371,22613800782,22022366055,23979580208,28746479819,35782953953,34370466478,37870654560,46894697501,44474106058
CIV,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.37769724,12.47406659,4.247803912,16.69300882,8.970499626,4.359242248,11.38867888,7.209713719,8.590604289,7.015511622,6.559932185,11.23151885,,,
CIV,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186083373,197108462,70491479,176346415,96850645,165473506,241143808,187851824,126534584,137431112,78785577,141805000,,,
CIV,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.13831329,,,,,,,,,,,,,,,,,
CIV,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
CIV,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
CIV,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.05,114.9,99.19,108.1,75.76,81.14,78.97,98.37,106.46,102.07,98.6,119.18,164.66,150.72,156.06,179.43,185.37,158.68,181.06,175.74,172.82,198.18,246.41,235.97,241.01,,
CIV,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0704,,,,,,
CIV,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22969.7768,,298206.2503,136085.2541,,,33747.49994,720895.467,973636.179,67657.65992,1553950.851,,1878578.906,1449059.637,,,
CIV,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10319419.07,9564997.89,21998032.3,21246859.01,20431903.47,17445634.8,18450982.19,17200746.2,3891114.524,2894134.251,2564225.311,2713440.371,3091086.087,10023144.29,10699559.93,11428526.66,12613368.95,
CMR,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.202736405,6.840621062,4.856916367,5.618417735,6.01740479,7.025263181,,,,
CMR,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13489549,27496793,14036843,11759707,30197987,16426309,,,,
CMR,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.49,130.21,129.96,122.21,118.07,152.21,191.66,211.67,209.46,282.86,313.83,317.67,326.04,350.01,357.4,400.98,410.77,473.08,566.45,593.41,669.64,789.61,869.43,922.96,1130.5,,
CMR,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,750781.3102,,201444.8844,720984.3768,550934.2619,35447.55441,13109586.28,176577.0042,432273.0011,180307.0897,273676.7372,171329.874,1017.032283,1733137.594,2459983.634,56117.05277,44831.20519,161752.7441,121364.2789,347078.4211,229697.768,250713.6363,412556.0155,223264.8699,317303.5987,405306.2218,191947.475,204494.9928,206579.2117,592004.5243,612329.9672,607680.1044,8534513.101,2408284.154,2406487.646,1805405.874,
CMR,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,1617067.437,,1275817.601,31347.14682,257102.6556,389923.0985,453357.4507,1695139.241,306193.3758,1001706.054,918771.9033,2552815.122,216627.8762,3259767.466,4607664.383,1965325.687,572715.0425,1714096.244,1934243.194,8216085.902,5231366.667,5710003.066,16177128.54,8024777.326,11608865.42,10879607.32,7360598.071,7843699.029,7999881.239,7019482.216,905736.2624,4253982.769,2347496.662,1947036.745,2099252.21,12524891.97,
COD,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.604466899,0.310225165,0.184292886,0.246252589,0.782215716,0.509651329,,
COD,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63192019,5559878,9337456,26163468,32092118,17445945,,
COD,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66802,,,,,,,
COD,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.56468964,,,,,,,
COD,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,42,72,,
COD,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,90,110,,
COD,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.55,19.8,18.03,16.27,15.01,9.05,11.52,15.24,13.8,23.05,24.58,31.47,39.97,44.55,52.94,45.72,70.06,67.49,86.91,100.02,97.14,123.35,140.58,133.03,171.76,,
COD,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267769992,0.05799,0.06044,0.136089996,0.082529999,0.078220002,,,,,,0.406379998,,,,,,,
COD,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35200000,49600000,53800000,125000000,108500000,,,,,,,,,,,,,
COD,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000,1900000,1900000,2600000,34300000,,,,20300000,10736427.23,,,,,,,,
COG,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.090691234,0.925919621,1.159504105,2.006574111,2.523808072,6.342190908,4.549873278,,
COG,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49499678,53837391,71754303,82791344,40589385,29719758,37906534,,
COG,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.79337,41.50275,40.06238,37.60162,35.49262,,,,,,,,,,,,,,,,,,,,,,
COG,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.97261047,49.69866943,40.73997116,36.28514862,32.53490067,,,,,,,,,,,,,,,,,,,,,,
COG,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,5,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,81,,55,,,,,,21,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.29,11.29,20.67,23.01,17.35,15.8,23.93,32.59,40.04,45.62,43.74,47.38,48.67,40.4,41.36,46.01,53.73,50.62,70.67,78.31,75.85,66.45,62.02,73.99,72.62,,
COG,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606464.697,,,725366.1229,34747.1965,,
COG,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3764729.768,,,32059475.89,7277800.306,,
COL,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.065263816,4.015392091,5.554225965,5.362534596,4.679630344,5.677428915,7.768436623,8.119737512,9.849345632,10.1857851,8.962348153,7.221371431,9.04842024,9.91352104,8.208938525,
COL,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360292045,475948292,492118044,451119242,433809511,565873207,773381765,762807179,823794430,766932657,692526482,603546790,753151214,689645045,735048087,
COL,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.36040115,58.29539108,69.5486908,89.36161041,88.01909637,,,,,
COL,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,43,39,,82,69,72,81,52,85,90,,85,120,138,124,141,87,80,161,68,75,65,54,82,76,99,142,128,126,128,133,183,213,251,260,321,545,595,415,422,369,432,
COL,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,335,604,,527,471,441,404,532,420,516,,527,575,769,867,1093,1172,1497,1670,1615,1694,432,858,1127,1365,1662,1861,1862,1818,1551,1739,1770,1848,1781,1898,1921,1658,1777,1808,1735,1752,1855,
COL,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.45,406.22,394.84,463.17,535.48,533.64,680.85,709.28,849.59,983.57,1447.51,1566.45,2363.72,2705.07,3167.93,3523.18,4082.94,4502.77,4993.91,5349.4,6179.73,6608.45,7483.06,8423.92,9296.64,,
COL,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299230009,0.273660004,,,0.131060004,0.1329,0.155589998,0.173979998,0.169640005,0.165570006,0.164269999,0.183070004,0.195409998,0.193509996,0.193580002,0.198420003,0.221159995,0.257609993,0.303169996,0.365420014,0.270509988,0.26109001,0.312330008,0.32201001,0.289330006,,
COL,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,8000000,8000000,3000000,3008940,2171420,2384260,2405280,9000000,9000000,12000000,9000000,14000000,11000000,17000000,26000000,30000000,33000000,29000000,11000000,11000000,13000000,17000000,21000000,29000000,24300000,30200000,135500,229500,671560,1375780,3757310,6120540,5695900.024,3183080.017,5101630.615,7557583.13,8725411.621,11285508.06,13071194.09,32690171.88,54104212.89,48221626.95,72661187.5,83017587.89,138714017.6,141459716.8,116382418,101196816.4,99122533.2,134001691.4,143866519.5,127065630.9,123030173.8,133092286.6,162054820.6
COL,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,8000000,7000000,10000000,1002980,6514260,8344910,8418480,4856600,8081640,7005120,5008000,,11000000,11000000,11000000,12000000,10000000,7000000,7000000,10000000,10000000,12000000,13000000,19000000,17400000,18600000,19568950,28944760,60648380,60221550,61699170,69127270,74072082.03,77274090.82,80104996.09,77372537.11,87676363.28,122467029.3,140808115.2,347620984.4,470855703.1,510385125,615031453.1,753789593.8,947980078.1,1282431219,1401046313,1345633688,1257276813,1275576188,1412618281,1334981000,1122727656,1358180421,1597592103
COM,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12626127,3.136092819,0.452268289,27.24378485,0.171861658,3.031926346,0.584333473,,
COM,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194928,134024,20214,2120514,28672,834199,39177,,
COM,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
