Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
STP,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359,101787,117701,4081,222420,739677,386566,1332857,191951,139614,78068,
STP,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,8,3,,,,,,14,14,
STP,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,1,0.05,0,0.37,0.83,0.78,1.77,0.58,0.25,0.97,1.31,0,1.78,2.23,0,0.52,0.16,1.24,1.42,1.12,0.88,0.86,2.37,2.09,,
STP,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06667522,13.06667522,4.355558405,
STP,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295.96,31975.39656,134494.3572,137719.3967,26.7336,3600,60789.86026,461472.6984,45780.01971,
SUR,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22401616,6.935176293,25.08546688,10.88441202,14.93506533,10.81283131,20.03223774,8.277509454,5.821896728,12.52180718,2.511958911,4.63398968,
SUR,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5516346,5886909,11673958,4466089,7305535,2471125,2519616,3001093,1169001,2914166,2807564,5291089,
SUR,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,1.96,1.56,2.85,2.62,4.27,3.47,3.4,4.58,4.82,5.22,9.35,4.37,5.53,4.66,4.21,9.51,15.37,7.17,13.2,21.64,16.41,17.48,19.46,19.52,,
SUR,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,,,,700000,,564.71,53919.59225,24431.6972,79441.29888,36308.8982,201736.6022,75176.96105,31078.15513,42652.4672,28161.82,30579.9843
SUR,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000,2500000,2600000,,,1229854.047,5796374.94,9885400.824,13859448.62,19711049.47,22703601.25,12501500.5,8648843.212,5321674.39,4316404.197,4967128.201,6662934.029
SVK,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.392435076,5.085143079,6.34048451,7.356431361,7.520221657,9.573126939,11.01694906,11.14676042,11.15255915,10.73816569,11.77203189,10.62926718,9.910991727,9.997315722,9.002746221,
SVK,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684224202,3057611783,3058494853,4113192831,5012373513,6432733573,8085518728,8401135095,7461128017,7475076527,8812917738,8967348059,8048021844,7860065656,8423171894,
SVK,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.14616,800.93426,802.74256,714.74782,666.20845,615.37128,561.4688,459.82895,444.9585,415.78355,422.97431,414.52633,392.08271,348.11086,386.19291,355.02355,383.90445,329.36012,366.54489,389.22947,412.14273,484.0612,520.62951,,,,
SVK,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.94043,1853.574829,1880.356323,1705.168213,1843.787964,1775.002686,1700.146729,1782.83252,1985.005737,2022.721802,2181.258301,2288.369141,2331.25293,2460.585693,2809.395752,2833.440186,2820.168701,2716.36792,2715.55249,2650.208008,2599.961914,2794.838379,2995.957764,3111.042725,3164.310059,,
SVK,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,248,269,195,224,213,213,236,246,259,210,215,155,193,239,167,176,234,224,168,184,211,228,220,183,217,206,206,146,
SVK,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,620,1400,1498,1578,1612,1683,1804,1696,1599,1437,238,95,90,106,75,63,48,33,35,26,23,28,15,23,14,28,15,13,
SVK,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064.93,1811.65,2038.94,2028.39,2108.08,2093.67,2095.06,2145.64,2271.05,2493.32,2581.82,2812.53,3306.3,3085.64,3557.37,3805.93,4173.72,4327.56,4913.28,4975.52,5345.6,5570.69,5080.8,5585.56,5420.07,,
SVK,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88963002,1.051079988,0.765410006,0.644749999,0.638059974,0.624650002,0.563139975,0.561460018,0.500689983,0.493319988,0.47488001,0.447459996,0.461369991,0.472719997,0.605499983,0.652549982,0.794610023,0.820050001,0.876999974,1.157269955,0.788569987,0.884559989,0.83555001,0.822329998,0.898079991,,
SVK,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7183276.668,10818842.78,18185348.7,16631985.28,14056838.09,14637428.37,16125770.38,19543997.36,38475936.12,49673069.49,,,,,266361996.7,94130182.81,47093179.49,3977137.748,4219586.891,26537377.3,28772288.25,26246728.13,30961686.71,26658050.79,55522617.77,35205520.1,48240166.78,51327599.88,48368573.8
SVK,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64181200.83,78965640.07,82547306.16,85453466.19,54617385.46,53938413.89,58130537.92,58406945.31,63194028.25,91220667.51,,,,,220252619.4,189975719.5,168358820.9,176539865.5,180980256.1,571824993.2,672289268,522191217.2,686313614.3,706690665.8,751531430.7,754188697.6,646719708.6,744777215.1,753820097.2
SVN,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.685365055,6.483605359,6.847644067,6.078898516,6.214531439,6.661673695,6.738153735,6.417189874,7.007682535,7.144143583,6.508343921,6.825057093,7.353383024,7.798323298,6.557334297,
SVN,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322097327,1647543779,1331631764,1259915451,1499876455,1492635875,1586839927,1622650418,1552487416,1672132339,1754994078,2089366758,2333128839,2542422104,2615145634,
SVN,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.88839,866.93787,875.01918,1553.60751,1616.42729,1582.92414,1580.05945,1147.46396,1167.20647,1413.55084,1475.20762,1535.19823,1689.52652,1853.66928,1922.34565,2459.43157,2313.12411,2522.8902,2392.27507,2399.57628,2373.91585,1814.20289,,,,,
SVN,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257.406738,2023.693604,2156.099609,2227.273438,2181.396973,2263.188965,2335.871338,1899.025146,2024.89978,2633.114502,2924.946289,3106.179688,3475.936279,3661.119629,3769.813721,4277.314453,4317.183594,4220.327637,4147.061523,3814.21582,3914.26123,4479.400391,4845.42334,5054.713379,4932.326172,,
SVN,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,188,277,286,314,288,266,288,261,307,301,300,310,342,344,287,331,301,373,442,470,,,,,,,255,,232,222,
SVN,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,409,784,404,116,201,238,127,138,124,107,101,60,42,29,12,15,6,12,11,11,,,,,,,23,,12,17,
SVN,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.18,1236.52,1232.88,1425.5,1717.04,1679.44,1806.9,2121.09,1901.2,2338.94,2355.96,2723.17,3012.82,3166.36,3180.34,3619.13,3539.77,3545.35,3476.44,3550.52,3396.83,3458.75,3352.53,3700.61,3827.5,,
SVN,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.264729977,1.246430039,1.305150032,1.336879969,1.359820008,1.467669964,1.443249941,1.247910023,1.37026,1.417780042,1.537050009,1.427029967,1.626729965,1.811840057,2.05133009,2.412970066,2.560610056,2.564870119,2.365479946,2.195650101,2.007639885,1.865300059,1.945940018,2.041280031,2.142659903,,
SVN,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900000,3500000,3300000,4000000,6200000,5200000,8700000,8000000,11800000,14400000,7500000,10700000,11800000,16400000,16900392.44,18713598.96,41174018.87,34584444.66,38031012.54,52590087.28,43386563.13,56350550.85,71250319.64,58216200.47,77665518.83,63348845.55,72892669.44,76861175.5,97143283.87,121432231.5,156218544.7
SVN,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900000,12800000,16200000,23000000,27100000,32700000,39000000,47200000,49500000,60400000,78400000,89600000,123300000,113000000,153685414.4,168773215.5,254656317.1,289021239.9,344190440.6,381272095,356983239.1,253036284.5,241837673.5,221412274.4,224388233.9,247300894.7,271288627.7,256638367.5,251963420.2,300193992.9,283531749.2
SWE,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.803964,17.24577576,18.77013169,19.40775318,18.69319148,17.97844258,18.0204127,17.87381347,18.12533588,17.83173302,15.1063538,14.15969085,14.50098685,15.13066999,13.92878268,
SWE,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21936131676,23709913173,18592468694,22902021022,25823123453,22163616232,21877015442,21303682761,18912184944,18693338070,17103361207,17172932185,17416511319,17724963070,18964942190,
SWE,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.95578,,2113.79965,,2027.52593,,,,,,,,,,,
SWE,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4158.147461,,4499.079102,,5169.30127,,5383.046875,5426.079102,6085.108398,6126.647949,4999.706055,5437.166992,5079.733398,5251.450195,5144.553711,5164.096191,6674.349609,6875.990234,6834.03418,7154.529297,7383.419434,7536.475098,7834.399414,7930.181152,,
SWE,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,4106,3914,4087,4283,3969,3840,3685,3521,3260,3147,3108,3154,3291,3760,3953,3941,4111,4130,3972,4142,4224,3926,3358,3025,2768,2522,2446,2527,2549,2186,2196,2004,2288,2332,1984,2038,2032,1992,1838,1802,1764,1771,
SWE,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,5086,3968,3442,2958,2705,2322,1939,1695,1462,1270,1073,702,657,614,636,924,857,940,753,853,844,574,597,703,462,438,413,398,306,463,353,337,148,163,441,390,352,305,442,388,432,425,
SWE,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13385.05,13803.62,14004,14202.82,14569.85,14742.17,14576.2,14858.19,15323.94,16494.16,16796.09,16690.04,16646.7,17467.59,17762.17,18276.99,19207.32,19812.61,20741.1,20851.1,20820.51,20754.74,20825.36,20969.01,21880.49,,
SWE,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.273940086,,3.38132,,3.873800039,,3.579479933,3.361289978,3.35958004,3.474999905,3.233829975,3.469990015,3.395279884,3.167890072,3.187020063,3.230249882,3.260420084,3.101840019,3.219029903,3.247359991,3.362790108,3.321059942,3.387579918,3.489599943,,
SWE,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,15464286.19,15606999.38,20997742.75,36636327.22,31535615.54,41389387.2,59859155.66,74576654,70774336.06,90981098.02,89917779.67,102218110,74321355.13,143322283.2,80885494.53,114000090.7,122774696.8,289836383.2,363992891.2,437673784.4,563021965.1,696896135.4,640930173.9,747540286.6,1153345740,888602722.3,997110587.8,1002911799,1131988679,1452925368,1414420737,1645436942,1647709146,2331161447,3451631488,3480153310,3988032065,4732526540,4706590246,4599531240,5812957075,6640162802,7550143497,8018199790,9324192652,8616377566,7849223240,7973623808,7669090823,8670666779,8376832866,9517972113,8275103503
SWE,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,44459822.78,52673622.89,62993228.24,73272654.43,108122110.4,115981901.8,137918854.1,132087637.1,143963675.3,186700434.5,203567212.4,199489842.5,219833918.2,201913383.9,225700823.5,285483698.3,428780879.8,448584284.7,594205379.2,672526064.1,742804561.9,691455472.1,717288895.5,589818518.4,775171527,1004150617,1005618157,957304070.8,1006426054,1088775810,991779879.2,878086896.9,919579589.6,1275990110,1415045058,1512385256,1690721321,1856019769,2063470051,1855773289,1498265136,1924300998,2478866959,2850657502,3900834438,4264682982,3332624578,5119181581,4891649272,6949656309,9280974509,11240731551,15260276276
SWZ,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349888946,0.274186157,0.23086455,0.076355716,0.065735339,0.097260414,0.081342865,0.232638307,0.199860784,0.293243726,0.924126893,0.274596173,0.341093107,,
SWZ,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2316819,2101940,2325630,1354050,694567,1155808,1058008,2766880,2243953,3620865,11432104,3567427,3735562,,
SWZ,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.04929,,,,,,,
SWZ,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.3435059,,,,,,,
SWZ,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,35,30,,,,27,,,47,,,,,,,,,,,,,,,,,,,6,3,,2,2,,,,,,,
SWZ,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67,12.38,16.33,12.53,7.75,5.64,12.32,6.6,11.85,12.7,10.26,6.96,10.36,13.44,23.67,21.15,16.29,17.84,12.6,17.45,18.91,30.72,30.93,35,32.94,,
SWZ,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267540008,,,,,,,
SWZ,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,87971.34773,,38650.01924,108643.8889,210377.6366,312142.1857,292891.8802,302722.4341,227941.4772,238717.2636,235154.3374,212783.9216,201734.0967,162617.0976,142304.9095,37674.74555,39939.98166,3144.986224,2658.180507,13143.39285,36382129.85,34681.05978,259519.5187,2682.39956,6559.045621,6935.279432,27508.03887,21709.8283,16176.17506,36212.02119,675156.7198,212495.1776,57209.62641,76382.97182,66854.966
SWZ,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,229999.9998,712569.946,770382.652,1709247.94,1381449.74,1884929.54,203351.5729,583306.2247,568919.9056,4764165.616,6070022.994,6748828.249,9314654.638,9995237.776,11921399.41,11474591.56,13428811.08,15574490.26,14591045.66,39269640.91,39254313.54,39902059.38,35064844.3,42800355.47,54075391.24,71181077.94,75601431.49,105433147.2,106405636.6,120988053.8,119690735.9,116340361.5,16308752.91,2678419.115,2362605.013,2006990.404,1811254.776,1424807.333,1097572.648,3173476.842,5333009.918,7837969.986,32785514.01,18885076.63,17039370.06
SXM,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXM,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229050.279,480446.9274,1000000,134078.2123,201117.3184,1340782.123,3022346.369,110222.2235,48898.20112,54652.11173,652410.4693,
SXM,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865921.7877,569832.4022,1357541.899,1156424.581,1787709.497,2117318.436,960893.8547,1224882.307,1428854.637,707127.4302,1734869.475,
SYC,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.955830868,1.961690571,8.128292825,3.759325374,30.61662862,5.211073129,2.198321721,3.285358417,,
SYC,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105728,666529,1389125,1057991,35114069,5521288,1946595,1315182,,
SYC,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.87023,,,,,,,,,,,,,,,,,
SYC,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.6474152,,,,,,,,,,,,,,,,,
SYC,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
SYC,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,3,7,,3,1,2,,,5,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,14,46,17,12,9,28,
SYC,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.28,5.03,0.68,4.45,3.9,5.92,9.6,5.04,4.91,8.76,12.34,10.65,6.56,12.83,9.7,10,16.91,9.64,19.11,12.2,11.66,12.4,11.17,32.82,,
SYC,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425249994,0.407070011,0.411830008,0.346579999,0.302089989,,,,,,,,,,,0.212300003,,,,,,
SYC,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,47332.4097,731489.4574,163905.928,237288.9445,183374.4538,,,,,,,,,,,,,,,,,,,,,,1222781.459,994457.9533,8666537.39,1864638.87,1608899.828,1609509.045,1641073.301,1240941.07,1271964.597,1303763.712,1368951.897,1403175.695,1438255.087,1375295.639,1409678.03,
SYC,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,1024412.928,1046656.913,1150670.745,1265010.517,1251684.879,288853.4658,253035.1819,261797.8727,261234.2171,280797.2568,340661.5868,357332.5709,427094.05,354347.4001,375236.2587,378347.5932,390694.8478,,,419993.8051,623744.5464,591483.8658,380069.7745,467938.4193,437535.9144,426800.2077,547441.9255,555481.8342,543090.9091,545454.5455,543529.2258,545237.3482,515861.0463,515960.2169,1414195.314,1413960.686,1512607.395,2754038.336,2754425.678,1793930.522,1457332.435,2214502.732,2716441.328,3332145.021,1982431.307,2431765.612,
SYR,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.824439275,1.5718731,1.382927161,,,,,,,,,,,,
SYR,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86642890,47278461,38812401,,,,,,,,,,,,
SYR,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.95423,,,,,,,
SYR,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.95754242,,,,,,,
SYR,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,6,7,4,,,,,,,,,,53,82,67,129,106,116,54,87,247,189,183,213,205,105,124,,,,,,,,,198,,120,103,121,76,102,
SYR,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,98,76,81,,,,,,,,,,33,40,42,68,59,46,9,,48,39,47,36,40,34,133,,,,,,,,,,,16,45,32,16,20,
SYR,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.89,71.69,70.26,84.71,100.09,94.91,83.03,104.24,135.8,146.5,134.43,153.62,199.88,158.35,231.98,268.35,297.45,248.28,237.93,268.49,275.48,262.88,312.09,336.85,453.27,,
SYR,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01942,,,,,,,
SYR,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000,,,,,,,,,,,,
SYR,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,10000000,12000000,20000000,25000000,30000000,30000000,36553806.34,,,,,,,,,,,,
TCA,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.100620439,2.19852999,,,,,,,,,,
TCA,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142047,208171,,,,,,,,,,
TCA,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,High-technology exports (% of manufactured exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,High-technology exports (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Technicians in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.30675,,,,,,
TCD,Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.89175034,,,,,,
TCD,"Patent applications, residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,"Patent applications, nonresidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,3.25,1.5,3.58,2.79,4.51,4.42,4.54,11.37,9.04,9.91,4.32,6.21,9.25,3.84,7.06,4.56,5.18,8.66,9.36,10.84,14.91,15.81,14.12,14.07,,
TCD,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.300500005,,,,,,
TCD,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
